age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
41, Private,79864, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
23, Private,43150, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
33, Private,309590, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Jamaica
32, Self-emp-not-inc,158603, Assoc-voc,11, Never-married, Sales, Unmarried, White, Female,0,0,7, United-States
35, Private,179579, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,48, United-States
46, Self-emp-not-inc,368355, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
46, Private,188950, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
36, State-gov,143437, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States
33, Private,209415, 10th,6, Divorced, Protective-serv, Not-in-family, White, Female,0,0,32, United-States
20, Private,245297, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States
64, Private,110212, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States
38, Local-gov,326701, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States
42, Federal-gov,55457, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico
41, Private,244522, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,42, United-States
38, Private,179123, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States
47, Private,122194, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States
19, Local-gov,259169, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States
30, Local-gov,325385, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
40, Private,195124, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia
28, Self-emp-not-inc,414599, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,21, Guatemala
21, Private,238899, Bachelors,13, Never-married, Sales, Own-child, Black, Female,0,0,30, United-States
39, Local-gov,102953, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
20, Private,20057, Some-college,10, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States
20, Private,163687, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
36, Self-emp-not-inc,140676, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
44, Local-gov,184105, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,40, United-States
27, Private,136077, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States
57, Private,186202, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
19, State-gov,139091, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States
32, Private,30271, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States
29, Private,472344, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico
39, Private,357173, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States
41, Private,123490, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
66, ?,143417, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,0,0,45, United-States
37, Private,149898, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States
58, Private,126104, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,65, United-States
73, Self-emp-not-inc,30958, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States
44, State-gov,46221, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
42, Private,449578, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States
46, Private,431515, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
20, Private,140513, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States
45, Private,128141, 11th,7, Separated, Tech-support, Unmarried, White, Female,0,0,40, Puerto-Rico
35, Private,172252, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
30, Private,104052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States
36, Private,263574, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
30, Private,262092, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
58, ?,141409, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
26, Private,191797, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,16, United-States
49, Private,204629, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
20, ?,55263, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
63, Private,253556, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States
70, ?,88638, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,8, United-States
42, Local-gov,142049, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,32, United-States
57, ?,274900, 7th-8th,4, Married-civ-spouse, ?, Other-relative, White, Male,0,0,45, Dominican-Republic
20, Private,166371, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States
67, Private,227113, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2457,40, United-States
37, Private,393673, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
20, Private,34242, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
26, ?,157008, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States
20, Private,193130, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States
31, Private,271933, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States
57, Private,220986, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
74, Private,282553, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States
41, Private,271282, 11th,7, Divorced, Protective-serv, Not-in-family, White, Female,0,0,20, United-States
30, Private,193246, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States
21, Private,225724, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States
47, Local-gov,209968, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States
52, Private,180949, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States
26, Self-emp-not-inc,223705, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, Columbia
47, Private,182054, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
33, Private,261639, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,4064,0,40, United-States
46, Local-gov,195418, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States
53, Private,214868, Assoc-voc,11, Never-married, Adm-clerical, Other-relative, Black, Female,0,2001,40, United-States
26, Private,186168, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
43, Self-emp-not-inc,153109, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States
21, Private,126568, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States
30, Private,184290, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,55, United-States
34, State-gov,111843, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,3325,0,40, United-States
42, Private,137136, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,55, United-States
52, Private,172962, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
27, State-gov,152560, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
40, Self-emp-inc,102576, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,55, Trinadad&Tobago
30, ?,331237, HS-grad,9, Separated, ?, Own-child, Black, Female,0,0,20, United-States
18, Private,99591, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States
24, ?,184975, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,25, United-States
20, ?,211601, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,15, United-States
19, Local-gov,91571, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States
35, Private,240467, Some-college,10, Separated, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States
42, Self-emp-not-inc,52131, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
43, Federal-gov,421871, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Male,6849,0,50, United-States
76, Local-gov,104443, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,1668,40, United-States
26, State-gov,208117, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,38, United-States
69, Self-emp-not-inc,227906, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3456,0,30, Germany
57, Self-emp-not-inc,247337, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States
18, Private,164571, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
37, Private,390243, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States
24, Private,308673, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States
33, Federal-gov,373043, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,34, Germany
38, Private,205339, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
18, Private,430930, 11th,7, Never-married, Priv-house-serv, Own-child, White, Female,0,0,6, United-States
42, Private,202872, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,36, United-States
39, Private,114605, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
68, Private,116993, Prof-school,15, Widowed, Prof-specialty, Unmarried, White, Male,0,0,60, United-States
33, Private,174463, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States
20, Private,460356, 12th,8, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Mexico
17, ?,44789, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,15, United-States
34, Private,143526, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
32, Private,171813, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
32, Private,220690, 11th,7, Divorced, Other-service, Not-in-family, White, Male,0,0,33, United-States
42, Private,276218, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States
67, ?,350525, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,15, United-States
27, Private,269246, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464,0,45, United-States
18, Private,90860, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States
39, Private,256294, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States
44, Private,263871, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
29, Private,324505, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
25, Private,259715, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
35, Private,300333, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic
36, Private,207853, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65, United-States
37, Private,48779, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States
29, Private,152951, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
67, Self-emp-not-inc,132626, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States
40, Self-emp-not-inc,36104, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
22, Private,233923, Assoc-voc,11, Never-married, Sales, Own-child, White, Female,0,0,40, United-States
23, State-gov,279243, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States
28, Private,110408, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
55, Private,200217, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
45, Private,239864, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
25, Private,219199, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
29, State-gov,103389, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,4787,0,40, United-States
27, Private,1490400, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
22, Private,254351, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States
28, Private,86268, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
67, Self-emp-not-inc,268781, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States
57, Private,137031, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
21, ?,399449, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States
44, Self-emp-inc,144778, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,8614,0,50, United-States
54, Self-emp-not-inc,308087, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States
50, Local-gov,66544, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,65, United-States
35, Private,151835, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States
66, Local-gov,154171, Some-college,10, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States
64, Self-emp-not-inc,108654, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1421,35, United-States
